sentence_id,post_id,near_duplicate_group_id,source,current_split,text_hash,normalized_text_hash,sentence_length_chars,sentence_length_tokens,n_L,n_K,n_S,n_T,n_total_spans,is_empty,annotation_protocol,annotation_provenance,human_verification_status,eligible_for_repartition,exclusion_reason,offset_ok,substring_ok
3-s0001,3,3,Grad,train,85bdf8117645e7ea5c993be591cc5672ca2955420522cc1d54dd6d4bf7912910,85bdf8117645e7ea5c993be591cc5672ca2955420522cc1d54dd6d4bf7912910,25,25,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
3-s0002,3,3,Grad,train,6304efb9ccd4bcd36d62984385872c33d3230daaf9e9275f48c5545a01266b6a,30ac784cb88ad9888c8c006f83cec996c0f5395b88020230f84dd125e40b41f4,22,21,0,0,2,1,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
3-s0003,3,3,Grad,train,ce87c5e99ddd1f197142f5fc3af73e9cdf7ab8fd663402f0c7b6c779c45a2cec,ce87c5e99ddd1f197142f5fc3af73e9cdf7ab8fd663402f0c7b6c779c45a2cec,39,39,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
3-s0004,3,3,Grad,train,6167433d13db443a714366ec45a393c2b04c022688bcd6d13b3dd3fa1dafa794,f7f2305ad258d310c1d73a7fa5f6dba0289110fc5244bb2a3fb5f9dd20fdcfb1,172,148,0,0,0,0,0,1,empty_welfare,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0000,4,456,Grad,train,0b5b73dd79492695dc183c55d15c79f649c7da6e5c3747687e40dd7d76a0ac6a,0b5b73dd79492695dc183c55d15c79f649c7da6e5c3747687e40dd7d76a0ac6a,27,27,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0001,4,456,Grad,train,f88f91af310307c1c56611a358c542605475bf6cec87e3e1a9165bcc32c88c58,254879627ea317dee2894a21cb07b2013d0bc39ce1e74ecabaaa4104b2215257,39,39,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0002,4,456,Grad,train,8ff3a4800035a1c9c9e70b8709f0691e5b6492076f1faff739ad573dd5a8c78f,2ab7c56c85790f9cb5cd3e99042a024267620f102f8759249b594b727958393a,28,28,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0003,4,456,Grad,train,f18a0a60d832e9ec4fd5f48a6e1f9d99122e3a955e36d36e58d792a5df55b3a3,a921e85159f7c587a34726b1a51613615a12466e410165961837882bed526251,18,18,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0004,4,456,Grad,train,ca9fd9ae0bb24254d3c57769a5b87bc51e24ceddcecb8aa5a4726f41fc282e82,9837ffff8f8430be74752a7d89f3bf1d80072480430c9c7e09fbe9c1d1f6c42b,32,32,0,2,0,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0005,4,456,Grad,train,ceeeac8679333a012bbcdde24f3db3e7bff5a7009b26015ca4e8cf7ce29cf97b,ceeeac8679333a012bbcdde24f3db3e7bff5a7009b26015ca4e8cf7ce29cf97b,15,15,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0006,4,456,Grad,train,c520da185bf2749eb53fc729f39c41eab9195957033dfcd8b6717f5b50d78681,ba064a0ee8c48dc04c313fa59dafaa799ff7c9daf8a34f13de2d7f2660455235,35,35,0,2,1,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0007,4,456,Grad,train,a897f81f47f8280bf18b5cd61d27347f0c1e475c60df38f8430e5095e311b6c7,4f87349e750ba39e4a58abeef7d2e27e27d39e21e21c7f16afdfda6d49363424,50,50,0,0,0,4,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0008,4,456,Grad,train,0f7a174d97acda80056ee60ba1b5934e7327a8e376bb6605a2348e5e6a9ff6af,6b20116fba4a4276345a3ca624b2ae520e444589b559681627b235e19e089814,13,13,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0009,4,456,Grad,train,eb0d5884569b398e475b89e77a068c6c575a0064ff6a72fafc173102c4cfcd57,eb0d5884569b398e475b89e77a068c6c575a0064ff6a72fafc173102c4cfcd57,1,1,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
4-s0010,4,456,Grad,train,23de69785f3705975a336c92e7a177f71718a8940dd1740b58fe9799e320dcca,02a469210dec7ab5e76d2206f89b5bf1422fce20ff2809657a10141ce4666b06,9,9,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0000,5,5,Grad,train,970e80d34ee3733717dae524c8b84650ee1d8d99276dafab59aeb547973a136e,dbbab120278fb4f44fd52dbd42e044dd62e672fbac258f47f3da34cd3d5751e7,36,36,0,0,3,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0001,5,5,Grad,train,ab0d177d83807a328ceb38a579b9703483a40dced4f03a13d68eb686138b5a04,7f2da7ba9b7fdcf034db19a28692e8f7a446040581a58362536a2997d7611ee8,26,26,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0002,5,5,Grad,train,60d248fac9fc19f504bac733bf47dc91137afd6cb807aa837e3ed34fb5736c8f,36581a7c377c96eae732430ee49420f7d544fad81131adda8d89d7fc758a0dac,29,29,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0003,5,5,Grad,train,574dcde4f5bff562a3ac50184350c5171f041291a641d390a97d53975f43450a,83d2674757ccb06d0f830b0e3568fe6bfc07a80b359d99499e335da05023446d,20,20,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0004,5,5,Grad,train,36a7f295dcc9b84e05dcf08e3626a211bbf469631ac964ecd241f275dba8db57,1dc406c27d5ec4db5e7d9c9bacae8368090df3aa0345895a6a7ad1bb852e3eab,42,42,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0005,5,5,Grad,train,abc8af715bcd9b4b56f78829ece78b1f1ffdb98ed4073884f1e7ce9936900c92,25b2857f93c2d562418da76e60b899bcf02cc4587144f065926006f7ddf9a182,55,55,0,1,0,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0006,5,5,Grad,train,3609faeed447ff92610d8205bcf79963ec33c84d736f1d1cfc4ce90834dc64c0,5025d4b8d0b155080ce94f3da87d86981686cc64b173ad00995b29cd3516f51e,21,21,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0007,5,5,Grad,train,65b23c7b0fa9fcf5d0e0358b521f336b22e18696b24af96e36b6145e95afc235,20d33e2dce1f25de47af082d8955c5ce699cee5dafcdeed91a6dfe2b4ec27d6d,27,27,0,0,3,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0008,5,5,Grad,train,995e7eb132db7c7b8d811b4fac107c7c0664edf8000dccd8d9970b573103ece2,221d5537c8933622a53830e9a7e550567aab4981ba854a3a78e107c993a695d1,23,23,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0009,5,5,Grad,train,619060ba942545a1edee4c05e4c6efff75dfafdf8b07a9fa75f1390cd6a84ae6,5fa84724a65bc7f427fba8dc6e621aa073c4a12e6b97b1f9857bcdb634c34a4a,18,18,0,0,0,1,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
5-s0010,5,5,Grad,train,6ed2ffcd2f6533a08157fe1be80a67907e5554d73edb539c3045c3fbdb9d549f,fd83a1c7dd67a3e6c80cf4fb42a763be9c1b398fde5e5ee556778908228fd52f,11,11,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0000,6,6,Grad,train,e9ce6b52ac2854cbef3c8590a3f8fedb759d3f08befcd1543549f1da2cb3e818,e9ce6b52ac2854cbef3c8590a3f8fedb759d3f08befcd1543549f1da2cb3e818,69,69,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0001,6,6,Grad,train,0ced6f16a74d4d19fd031af1be85039796d6360577f1492248f2c20fd269e81d,0ced6f16a74d4d19fd031af1be85039796d6360577f1492248f2c20fd269e81d,28,28,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0002,6,6,Grad,train,7fbd3aecac18983dad45be35d63a291b40ae7d46bb2a380519af6a10272ca998,7fbd3aecac18983dad45be35d63a291b40ae7d46bb2a380519af6a10272ca998,23,23,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0003,6,6,Grad,train,c0ea534ac421896b7504182711a35e490fa9c89db4e11ec729e3ae2a2adbc1bf,c0ea534ac421896b7504182711a35e490fa9c89db4e11ec729e3ae2a2adbc1bf,21,21,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0004,6,6,Grad,train,26e65541b091516dd430cbfbdb96a09c3d1e6ba0c677fc55959600ffb12e50eb,26e65541b091516dd430cbfbdb96a09c3d1e6ba0c677fc55959600ffb12e50eb,23,21,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0005,6,6,Grad,train,a5c78aac248270055705d093c5ed26b97d2fc4f8187abecb2e4842c65d9d37af,a5c78aac248270055705d093c5ed26b97d2fc4f8187abecb2e4842c65d9d37af,27,27,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0006,6,6,Grad,train,72c5b872df2f5c892d9cfad43ebbfb65346cdc1af0234921b283f47ec35e10b3,72c5b872df2f5c892d9cfad43ebbfb65346cdc1af0234921b283f47ec35e10b3,34,34,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0007,6,6,Grad,train,8e94c7dff3aedcfd178008c21453ee48f9116126d01b0e23fdc712ad48d5bae0,8e94c7dff3aedcfd178008c21453ee48f9116126d01b0e23fdc712ad48d5bae0,30,30,0,0,0,4,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0008,6,6,Grad,train,05822a2fe69eb566795f8084ed353bbc57ff6c55caf79d3c6657c8773bfb8d1c,05822a2fe69eb566795f8084ed353bbc57ff6c55caf79d3c6657c8773bfb8d1c,2,2,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
6-s0009,6,6,Grad,train,c4df74e0930b4fb4c87cc94f547052bbd4aaec2e83e2fcb1cfefc1acc26bb4d8,c4df74e0930b4fb4c87cc94f547052bbd4aaec2e83e2fcb1cfefc1acc26bb4d8,9,9,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
7-s0000,7,1548,Grad,train,ce28730dcdefe54365cd5f4bd59eb86a4af3627dbc789ea0df60ea5693b6e752,ce28730dcdefe54365cd5f4bd59eb86a4af3627dbc789ea0df60ea5693b6e752,20,20,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
7-s0001,7,1548,Grad,train,9a13586ca4e81f71999d91cf149828002272d295ed6caa13779cbfb14eb9b92d,9a13586ca4e81f71999d91cf149828002272d295ed6caa13779cbfb14eb9b92d,14,14,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
7-s0002,7,1548,Grad,train,ce8021b27c155516dec30e13768e288cc83d04e5b53e09ff41d4e499d13c8e6b,ce8021b27c155516dec30e13768e288cc83d04e5b53e09ff41d4e499d13c8e6b,9,9,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0000,8,8,Grad,train,ec85c6c7fcf2c61be0f2b78387c5153f99408bd11fca4ec113922f27ef849bbf,ec85c6c7fcf2c61be0f2b78387c5153f99408bd11fca4ec113922f27ef849bbf,45,45,0,2,2,0,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0001,8,8,Grad,train,6993f4edf2034be41af82522d4b24543e73caa76c6ec942096420006332d8608,6b1b9de67a61d02adbe541a27856ab38ceeff9e8e6eee6571834fec95e14f6bb,74,74,0,0,3,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0002,8,8,Grad,train,d566faf7498dc47c5332224bad67ea85aed31dd6fc38e39c28c74663c7c765ab,d566faf7498dc47c5332224bad67ea85aed31dd6fc38e39c28c74663c7c765ab,59,51,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0003,8,8,Grad,train,b402cd033bbec9a9a7b10e04ccd8dd006601766433eaef2af25228ec6d19ad44,b402cd033bbec9a9a7b10e04ccd8dd006601766433eaef2af25228ec6d19ad44,71,66,0,0,0,0,0,1,empty_welfare,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0004,8,8,Grad,train,5faddcb64ab462dfed2cceebbff2337458ca20e979eef7627ffd98381253ca9a,5faddcb64ab462dfed2cceebbff2337458ca20e979eef7627ffd98381253ca9a,19,19,0,2,0,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0005,8,8,Grad,train,8dcc71a3773fecbd5a92166deab962e3745210be6babf571810d11fc7f439bfa,8dcc71a3773fecbd5a92166deab962e3745210be6babf571810d11fc7f439bfa,26,26,0,0,0,0,0,1,empty_welfare,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0006,8,8,Grad,train,65fb05155f95ebf835056dd103e5edd0ce83dc00ee3b3f88024c4633786e50c5,65fb05155f95ebf835056dd103e5edd0ce83dc00ee3b3f88024c4633786e50c5,31,31,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0007,8,8,Grad,train,68e453f3125b912109d50812d48eca54a1f3925a1a3985e5bb70675f22562297,68e453f3125b912109d50812d48eca54a1f3925a1a3985e5bb70675f22562297,32,32,0,0,0,3,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0008,8,8,Grad,train,5aca4914da1a1574108eac8e547bc7ff42ffa2b9c68fc22a30b7fd0c45012cf3,7c3b668b3fbacc27df73a1886d0eb9553457a59356b281b9a3bf88ffb2fe1707,63,63,0,1,0,2,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0009,8,8,Grad,train,3abffb40cb3f5b5320a1ee055a03d349b35027382dddbc59183ec69f7d78acb6,713ed179837498a4c60c7cfac076dc56e7256edeaf78d4d7d353552c022d6e2c,52,50,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0010,8,8,Grad,train,e7967bf9a81ee6b03b40eb1a35a132b6dabd7e9acc43a95075b71f41e56210f1,4aae0e88e1e128f23e2396972b096449399d296bbb99d2a67e93209a6a5bfddc,22,22,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0011,8,8,Grad,train,5dff601d11391c932d708728b9261394b85da85bd0ee80314ee28b77a7857123,9b9d04ad197e22ae2613586cb40098222627b3c3dc53d2a10df7588ea58962dc,23,23,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0012,8,8,Grad,train,8f6ff418d8dc235b46fad53c691336dfe2012716da31e6fe842aeb79243199ed,12338a5b23ca60ef7cd86536693e768c008b9ac3a01f7224d4ebb9323fa94b8a,159,159,1,1,2,7,11,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0013,8,8,Grad,train,2d5d85e6a4af7fa5f572c4ef4e10112421ffcd86294577117646089edfaa78f2,2d5d85e6a4af7fa5f572c4ef4e10112421ffcd86294577117646089edfaa78f2,8,8,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0014,8,8,Grad,train,0811736a90ce36b2cc26ad3e12a7dc600f3c8d27edc3ef7c268664b6f320ed67,0811736a90ce36b2cc26ad3e12a7dc600f3c8d27edc3ef7c268664b6f320ed67,21,21,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
8-s0015,8,8,Grad,train,deecc4c431151571ee29758c82ce5101791d9357ee4efc253a2a122e28d442e5,2c40fb66503f72b2e7d5e4bf8b11d8d6fd605bfe5235297366d7d5c901395cf9,104,89,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
9-s0000,9,9,Grad,train,b308100db60589df69f8a1c0b53e35e43e83c5312e00444568fad4033d337920,b308100db60589df69f8a1c0b53e35e43e83c5312e00444568fad4033d337920,15,13,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
9-s0001,9,9,Grad,train,d6b1ebb2128f73a62a0faa465071a6ed5507c1e334600a28fc6ad6760d59e49e,d6b1ebb2128f73a62a0faa465071a6ed5507c1e334600a28fc6ad6760d59e49e,19,19,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
9-s0002,9,9,Grad,train,fb8d962de77b30e496fab2ef095d3dca4e6eb9ff514a9ce3690ea831922e61cc,fb8d962de77b30e496fab2ef095d3dca4e6eb9ff514a9ce3690ea831922e61cc,28,28,1,0,0,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
9-s0003,9,9,Grad,train,0b88023e0a6b4a118ecb62e5792c6c8f4ec931bfd324c72a21670c946115f505,0b88023e0a6b4a118ecb62e5792c6c8f4ec931bfd324c72a21670c946115f505,26,26,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
9-s0004,9,9,Grad,train,dd90953914d4fe5408f42b709cd1e5c4b313c333ec8a4eb59ee55fc4cb28c4a0,dd90953914d4fe5408f42b709cd1e5c4b313c333ec8a4eb59ee55fc4cb28c4a0,45,45,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
10-s0000,10,10,Grad,train,1106546ad7299e24ecd0f3ec89190bd94ba8653895bc17c639f19d29f10b4637,e7398213a840f3aa390470e8b62e099f78f32968b7fc64fa86219439686be116,76,76,0,0,3,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
10-s0001,10,10,Grad,train,da54ebfd74e2bc09fc395d4b97b039aae26ef5480d2feedaa5d19a9b007c0907,70f0c815cdf80ff5983aca209a93217fa964a67f14dd8101b06c310d9c145697,89,89,0,4,0,0,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
10-s0002,10,10,Grad,train,ae12674f98dcd84073ed6b598fad251d754707e17fa2e4e3e269f687701b4bb2,675188c7a62f5b808fab65cdab4422a63f780c33b45f807ed9ba55f49a575885,79,79,0,3,3,0,6,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
10-s0003,10,10,Grad,train,401bdf7f10ae1ce4dff0984c6a12bde6dbb61dedbe99ed614f6a5a5e85af0959,155949fef08a7d0b28331f7f3176dce0ea6e1eabae377d7b6c4bf0e7c1bb54f8,77,77,0,1,2,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
10-s0004,10,10,Grad,train,dee6389c1f6a0e384944d58b03a0f779806273be3f8faee803bf0a20c0be3085,9c094b4540a4656142bd42e38b22c9fdfa38d23ac67d82f88e3dfcbb314a5c64,50,50,0,1,4,0,5,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
10-s0005,10,10,Grad,train,8ab264aa154a043f481ec45590bb06a0119a8946269361042b36e586659fe62a,8ab264aa154a043f481ec45590bb06a0119a8946269361042b36e586659fe62a,44,44,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
