id,domain,review_bucket,status,codex,doubao,kimi,sentence
1832-s0006,人工智能招聘,must_human_split,span_mismatch,思路清晰/T | 汇报/S | 逻辑思维能力/T,沟通/T | 工作思路清晰/T | 汇报意识/T | 逻辑思维能力/T,有效沟通/T | 工作思路清晰/T | 汇报意识/T | 逻辑思维能力/T,3、善于有效沟通、工作思路清晰、出色的汇报意识和逻辑思维能力；
1893-s0005,人工智能招聘,must_human_split,span_mismatch,熟练掌握Unity/S | C#/S | C++语言/K | 学习能力/T | 吃苦耐劳/T,Unity/S | Unreal4/S | 设计软件/K | 程序语言基础/K | C#语言开发/S | C++语言开发/S | 学习能力/T | 吃苦耐劳/T,Unity/S | Unreal4/S | 设计软件/S | 程序语言基础/K | C#语言开发/S | C++语言开发/S | 项目有整体把控能力/T | 项目可行性与制作时间有准确判断/T | 学习能力/T,2.熟练掌握Unity、Unreal4、等设计软件、程序语言基础：C#语言开发、C++语言开发3.对项目有整体把控能力，对项目可行性与制作时间有准确判断4.有较强的学习能力，吃苦耐劳。
1904-s0001,人工智能招聘,must_human_split,span_mismatch,项目施工流程/K | 项目实施/S | 技术支持/S,项目施工流程/K | 系统集成项目实施/S | IT领域技术支持/S,项目施工流程/K | 系统集成项目实施/S | 管理经验/T | IT领域技术支持/S, 2、熟悉项目施工流程，有系统集成项目实施和管理经验，5年以上从事IT领域技术支持工作经验；
1811-s0004,人工智能招聘,must_human_split,span_mismatch,本科及以上学历/K,本科及以上学历/K | 产品/K | 内容型产品/K,本科及以上学历/K | 产品经验/K | 内容型产品经验/K,职位要求：1、本科及以上学历，3年以上产品经验，有内容型产品经验优先；
1939-s0004,人工智能招聘,must_human_split,empty_mismatch,[],业务需求/K | 行业最新发展/K | POC验证/S | 引入可行性评估/S,呼叫中心平台/S | 智能语音/S | POC验证/S, 5、新技术引入：根据业务需求及行业最新发展，进行呼叫中心平台和智能语音新技术/新产品调研，POC验证及引入可行性评估；
1898-s0004,人工智能招聘,must_human_split,empty_mismatch,[],技术指导/S | 系统操作技术/S | 译码编程/S,技术指导/T | 译码编程/S, 5、提供技术指导，促进系统操作技术和译码编程的有效使用；
1836-s0010,人工智能招聘,must_human_split,span_mismatch,Java/S | 微服务/K | Spring/S | 项目开发/S,Java EE/S | 微服务框架/K | Spring boot/S | Spring cloud/S | 项目开发/S,专业技术基础/K | Java EE相关技术/S | 微服务框架/S | Spring boot/S | Spring cloud/S | 项目开发经验/S," 3. 具有深厚的专业技术基础，精通Java EE相关技术，熟悉微服务框架Spring boot,Spring cloud框架并有实际的项目开发经验；"
1807-s0001,人工智能招聘,must_human_split,span_mismatch,优化核心流程转化/S,运营/S,[],2.负责依据运营目标及用户反馈，优化核心流程转化与产品体验，提高用户活跃和留存；
1865-s0000,人工智能招聘,must_human_split,span_mismatch,java/S | Java/S | 软件开发/S | 解决各种复杂问题/S | 分布式/K | 系统设计/S | 编程/S | 单元测试/S | Spring/S | Eclipse/S | MyEclipse/S,Java/S | J2EE/S | 软件开发/S | 分布式计算/K | 高容量交易/K | 大规模系统设计/K | 编程/S | 单元测试/S | 调试/S | 代码编写/S | Struts/S | Spring/S | 框架开发/S | Eclipse/S | MyEclipse/S,Java/S | J2EE/S | 软件开发/S | 分布式计算/K | 高容量交易/K | 大规模系统设计/K | 编程/S | 单元测试/S | 调试/S | 代码编写/S | Struts/S | Spring/S | Eclipse/S | MyEclipse/S,高级java要求： 1. 至少5年的使用Java / J2EE技术业软件开发经验 2. 具备解决各种复杂问题的能力，在分布式计算、高容量交易过程和大规模系统设计方面 3. 熟悉 SaaS 平台架构以及相关项目实践 4. 具备优秀的编程、单元测试、调试和代码编写能力 5. 精通Struts / Spring 等框架开发，熟练使用Eclipse，MyEclipse；
1892-s0007,人工智能招聘,must_human_split,span_mismatch,建模/S | 标准化/S,业务抽象/S | 信息建模/S | 业务场景分解/S,业务抽象/S | 信息建模能力/S | 抽象成标准化的业务模型/S,4、具备业务抽象和信息建模能力，能够将复杂的业务场景分解、抽象成标准化的业务模型；
1970-s0005,阿里云公开数据集,must_human_split,span_mismatch,证书/K,管理实践经验/S | 变电站值班工等级证书/K,变电站值班工等级证书/K,如有丰富管理实践经验者或具有变电站值班工等级证书者可优先考虑。
1853-s0000,人工智能招聘,must_human_split,span_mismatch,独立工作/T,产品创新/S | 原型设计/S,产品创新/S | 界面视觉引导/S | 原型设计/S | 独立工作/T | 合作/T | 交流/T | 画出原型/S,职责描述：1、产品创新，界面视觉引导，原型设计，与开发一起推动设计实现2、可以独立工作，和团队成员合作，交流各种想法，画出原型，参与产品整个的周期。
1863-s0003,人工智能招聘,must_human_split,span_mismatch,信息系统/K | 互联网/K,信息系统/K | 互联网/K | 移动互联网/K,IT科技技术手段/S | 信息系统/K | 互联网/K | 移动互联网/K | 创新化应用/S, 4、有效运用IT科技技术手段、信息系统、互联网及移动互联网发展趋势，实施在商业中心项目的创新化应用以提升业绩及顾客体验。
1841-s0001,人工智能招聘,must_human_split,span_mismatch,策划/S | 数据分析/S,数据分析/S,策划与执行/S | 数据分析/S | 挖掘/S | 总结效果/S | 优化解决方案/S, 2、参与策划与执行，对平台数据分析和挖掘，定期总结效果，优化解决方案；
1816-s0005,人工智能招聘,must_human_split,span_mismatch,搜索引擎/K,互联网/K | 搜索引擎/K,互联网/K | 搜索引擎/S,任职要求：------------1.互联网深度用户，搜索引擎爱好者优先；
1905-s0013,人工智能招聘,must_human_split,span_mismatch,表达能力/T | 善于交流/T | 解决问题/S,沟通表达能力/T | 交流/T,沟通表达能力/T | 说明分析过程和结论/S | 交流/T | 发现问题/T | 解决问题/T,5、具有较强的沟通表达能力，能简明扼要的说明分析过程和结论，善于交流，善于发现问题和解决问题；
1974-s0001,阿里云公开数据集,must_human_split,span_mismatch,信息安全/K,IT行业系统集成/K | 运维服务/K | 信息安全服务业务/K | 同行业销售/S,系统集成/K | 运维服务/K | 信息安全服务/K,"', '2、\xa0熟悉IT行业系统集成、运维服务、信息安全服务业务，三年以上同行业销售经验；"
1935-s0003,人工智能招聘,must_human_split,span_mismatch,Python开发/S | linux/S | shell/S,Python开发/S | linux平台/S | shell/S,Python/S | linux平台/S | shell/S, 2、2年以上Python开发经验，熟悉linux平台，熟悉shell；
1951-s0005,阿里云公开数据集,must_human_split,span_mismatch,本科/K | 计算机/K | 计算机相关专业/K,计算机软件/K | 计算机相关专业/K,全日制本科（含）以上/K | 计算机软件/K | 计算机相关专业/K,"', '【任职要求】：', '1、全日制本科（含）以上，计算机软件或计算机相关专业；"
1926-s0006,人工智能招聘,must_human_split,span_mismatch,区块链/K,区块链原理/K | 数字货币机制/K | 主流数字货币/K,区块链原理/K | 数字货币机制/K | 主流数字货币/K | 区块链开源项目/K, 4. 深入理解区块链原理，数字货币机制和主流数字货币主流区块链开源项目的实现机制及运行原理;
1812-s0003,人工智能招聘,must_human_split,span_mismatch,ARM/S | DSP/S | mips/S | CPU/S | 外围设备驱动/S,ARM/K | DSP/K | mips/K,ARM/S | DSP/S | mips/S,"3、精通ARM,DSP或者mips等CPU，精通外围设备驱动的开发调试。"
1965-s0006,阿里云公开数据集,must_human_split,empty_mismatch,技术支持/S,[],收集/S | 形成改进方案/S | 反馈/S | 提出指导和建议/S,"', '7、负责在技术支持过程中收集的产品缺陷及修改意见，形成改进方案反馈内部，为产品的改进提出指导和建议。"
1836-s0019,人工智能招聘,must_human_split,span_mismatch,php/S | python/S | go/S | 物联网/K,php/S | python/S | go/S | 电力行业/K | 信息化项目/S | 物联网项目/S,php/S | python/S | go/S | 能源/K | 电力行业信息化项目/K | 物联网项目/K, 10. 了解php、python、go等语言，并有实际项目经验者优先 11. 做过能源、电力行业信息化项目、物联网项目者优先。
1916-s0006,人工智能招聘,must_human_split,span_mismatch,计算机/K | 相关专业/K | 本科及以上学历/K,本科及以上学历/K,计算机/K | 本科及以上学历/K,职位要求：1.计算机或相关专业本科及以上学历，两年以上相关工作经验；
1907-s0002,人工智能招聘,must_human_split,empty_mismatch,大数据/K,[],大数据应用/K | 解决方案/K, 3、参与构建丰富多样的大数据应用的解决方案；
1939-s0001,人工智能招聘,must_human_split,empty_mismatch,[],平台系统前后端代码编写/S | 关联系统接口集成开发/S | 系统测试/S,前后端代码编写/S | 接口集成开发/S | 系统测试/S, 2、开发测试：平台系统前后端代码编写、与关联系统接口集成开发、系统测试；
1848-s0002,人工智能招聘,must_human_split,span_mismatch,沟通/T | 数据统计/S,数据统计/S,沟通/T | 数据统计/S | 分析/S, 3、与业务团队紧密沟通和联系，解决各部门数据统计和分析需求；
1812-s0000,人工智能招聘,must_human_split,span_mismatch,系统设计/S,智能环保机器人/K | 控制系统设计/S | 代码书写/S,控制系统设计/S | 代码书写/S,岗位职责：1、智能环保机器人的控制系统设计和代码书写。
1882-s0003,人工智能招聘,must_human_split,span_mismatch,数据分析/S | 优化/S,持续优化/S,数据分析/S | 用户内容偏好/K | 优化/S, 4. 对运营效果进行数据分析，挖掘用户内容偏好，持续优化；
1977-s0005,阿里云公开数据集,must_human_split,span_mismatch,交换/K,路由/K | 交换/K | 安全/K | 语音/K,Cisco/S | 路由/K | 交换/K | 安全/K | 语音/K,"', '【岗位要求】', '1.\xa0精通Cisco的全系列产品，包括路由、交换、安全和语音等;"
1940-s0008,人工智能招聘,must_human_split,span_mismatch,项目开发/S,底盘电控转向系统项目开发/S,底盘电控转向系统项目开发/S | 底盘电控开发项目/S, 4、至少5年以上底盘电控转向系统项目开发经验，有在主流OEM从事完整的底盘电控开发项目的经历；
1898-s0014,人工智能招聘,must_human_split,span_mismatch,建模/S | 程序开发/S | Javascript/S,基础建模软件/K | 3DsMax/S | Maya/S | 虚拟现实程序开发/S | Javascript/S,基础建模软件/S | 3DsMax/S | Maya/S | 虚拟现实程序开发/S | Javascript/S, 7、对基础建模软件（如：3DsMax，Maya）有了解，熟练掌握虚拟现实程序开发模式，熟悉Javascript或相关软件。
1841-s0002,人工智能招聘,must_human_split,empty_mismatch,管理/S,[],地推团队/S | 组建与管理/S | 拓展渠道/S | 商业合作伙伴/S," 3、地推团队的组建与管理，拓展渠道及发展商业合作伙伴, 并对数据做分析总结；"
1924-s0003,人工智能招聘,must_human_split,span_mismatch,平台运营/S | 数据分析/S,大数据分析/S,运营数据/K | 大数据分析/K | 分析用户行为/S,4、负责跟踪平台运营数据，运用大数据分析，精准分析用户行为，推进完善用户体验；
1868-s0004,人工智能招聘,must_human_split,span_mismatch,本科及以上学历/K | 数据分析/S | 商业分析/S,本科及以上学历/K | 数据分析/S | 商业分析/S | 业务运营/S | 咨询公司/K | 互联网公司/K | 战略/K | 分析部门/K,本科及以上学历/K | 数据分析/S | 商业分析/S | 业务运营/S | 咨询公司/K | 互联网公司/K,任职资格：1、本科及以上学历，3年以上数据分析、商业分析、业务运营等岗位经验或知名咨询公司、互联网公司战略或分析部门工作；
1949-s0000,阿里云公开数据集,must_human_split,empty_mismatch,采购/S,[],订单处理/S | 发货安排/S | 订单状态更新/S | 库存分析/S | 预测合并/S | 发货跟进/S,"[' ', ' ', ' ', '\xa0 \xa0 协助客服团队订单处理', ' ', ' ', '\xa0 \xa0\xa0 协助采购和物流团队的团队的订单处理和发货安排', ' ', ' ', '\xa0 \xa0 协助客户订单状态更新，库存分析，预测合并，发货跟进。"
1835-s0004,人工智能招聘,must_human_split,span_mismatch,编程语言/K | 算法/K,代码能力/S | 编程语言/S | 算法/K,代码能力/S | 编程语言/S | 算法/S, 职位要求： 1、优秀的代码能力，掌握常用编程语言和算法；
1866-s0001,人工智能招聘,must_human_split,span_mismatch,管理/S | 统一/S | 分析/S,商业化运营/K | 数据管理/S | 问题预警/S | 产品效果/S,数据管理/S | 预警/S,工作职责：1.负责商业化运营业务的数据管理、统一、分析等工作，对问题预警、产品效果、营收目标负责，定期从产品、行业、客户等纬度分析发现业务增长点；
1899-s0007,人工智能招聘,must_human_split,empty_mismatch,维护客户关系/S | 二次开发/S,[],维护客户关系/S | 第二次开发/S, 3、维护客户关系，第二次开发；
1965-s0011,阿里云公开数据集,must_human_split,span_mismatch,数据库/K | 中间件/K | 操作系统/K | Windows/S | linux/S,数据库/K | 中间件/K | 操作系统/K | linux环境基本操作维护/S | 操作系统知识/K,数据库/K | 中间件/K | 操作系统/K | Windows/S | linux环境基本操作维护/S | 硬件及操作系统知识/K,如：数据库、中间件、操作系统Windows／linux环境基本操作维护／硬件及操作系统知识；
1806-s0007,人工智能招聘,kimi_backs_codex,span_mismatch,逻辑性强/T | 思维活跃/T | 渴望学习/T,逻辑性强/T | 思维活跃/T,逻辑性强/T | 思维活跃/T | 渴望学习/T, 4 逻辑性强，思维活跃，渴望学习。
1868-s0006,人工智能招聘,kimi_backs_codex,span_mismatch,互联网行业/K,互联网行业/K | 行业判断/K,互联网行业/K,3、熟悉并了解互联网行业，对互联网行业有自己独特的见解和行业判断。
1991-s0013,事业单位招聘,kimi_backs_codex,empty_mismatch,[],良好的品行/T | 职业道德/T,[],3.具有良好的品行和职业道德;
1881-s0014,人工智能招聘,kimi_backs_codex,span_mismatch,HBase/S | MongoDB/S,HBase/S | MongoDB/S | 实施经验/S,HBase/S | MongoDB/S,有HBase、MongoDB实施经验的优先；
1807-s0000,人工智能招聘,kimi_backs_codex,empty_mismatch,[],运营/S,[],工资：6k-8k福利：周末双休、法定节假日+五险一金+三节福利+公司旅游+定期团建岗位职责：1.负责平台产品的运营，研究用户需求，分析用户行为数据；
1827-s0007,人工智能招聘,kimi_backs_codex,span_mismatch,人机对话/K,人机对话/K | 前沿方向/K,人机对话/K, 4、熟悉人机对话的前沿方向和研究方向；
1945-s0009,阿里云公开数据集,kimi_backs_codex,span_mismatch,服务意识/T,工作认真/T | 务实/T | 服务意识/T,服务意识/T,工作认真、务实，服务意识强。
1913-s0002,人工智能招聘,kimi_backs_codex,empty_mismatch,沟通/T,[],沟通/T, ●能够与研发团队保持密切沟通，实时把握市场及技术动态，为市场、销售及研发团队提供产品方案、项目解决方案等建议。
1898-s0002,人工智能招聘,kimi_backs_codex,empty_mismatch,编码/S,[],编码/S, 3、独立完成软件系统及模块的编码；
1932-s0009,人工智能招聘,kimi_backs_codex,span_mismatch,Powerpoint/S | Visio/S,Powerpoint/S | Visio/S | 办公软件/K,Powerpoint/S | Visio/S,4、熟练使用Powerpoint、Visio等办公软件；
1936-s0000,人工智能招聘,kimi_backs_codex,span_mismatch,设计智能Agent/S,项目需求/K,设计智能Agent/S,职位描述：1．根据项目需求，设计智能Agent；
1954-s0003,阿里云公开数据集,kimi_backs_codex,span_mismatch,主动性强/T | 耐心细致/T | 责任心/T | 团队合作精神/T,工作主动性/T | 耐心细致/T | 责任心/T | 团队合作精神/T,主动性强/T | 耐心细致/T | 责任心/T | 团队合作精神/T,"', '5、工作主动性强，耐心细致，有责任心，具备团队合作精神。"
1939-s0005,人工智能招聘,kimi_backs_codex,empty_mismatch,营销推广/S,[],营销推广/S, 6、市场拓展：协助联络中心平台产品和智能语音产品的营销推广，利用新技术、新产品为业务创造价值。
1868-s0000,人工智能招聘,kimi_backs_codex,span_mismatch,商业分析/S,分析报告/S | 商业分析/S,商业分析/S,岗位职责：1、基于战略输出产品、技术、销售、市场方向的分析报告，通过业务结合数据进行商业分析，为公司战略/决策/策略落地提供分析支持；
1997-s0011,事业单位招聘,kimi_backs_codex,span_mismatch,沟通能力/T | 团队精神/T,热爱放射工作/T | 沟通能力/T | 团队精神/T,沟通能力/T | 团队精神/T,2、热爱放射工作，具有良好的沟通能力和团队精神；
1974-s0007,阿里云公开数据集,kimi_backs_doubao,empty_mismatch,收集/S | 汇总/S,[],[],"', '2、收集、汇总、挖掘客户的潜在需求；"
1984-s0038,事业单位招聘,kimi_backs_doubao,empty_mismatch,面试/S,[],[],笔试、面试的时间及地点另行通知。
1952-s0002,阿里云公开数据集,kimi_backs_doubao,empty_mismatch,交换机/K | 配置/S,[],[],负责交换机的配置；
1873-s0007,人工智能招聘,kimi_backs_doubao,span_mismatch,C++/S | Python/S | 编程语言/K,C/S | C++/S | Python/S | 编程语言/K | 编程能力/S,C/S | C++/S | Python/S | 编程语言/K | 编程能力/S,4. 熟悉C／C++， Python等编程语言或具备一门常用语言的编程能力；
1981-s0000,事业单位招聘,kimi_backs_doubao,empty_mismatch,面试/S,[],[],根据《响水县部分机关事业单位2023年7月公开招聘政府购买服务用工人员公告》，结合文化馆岗位的相关要求，现将专业化面试有关事项公告如下：一、面试时间、地点1.面试时间：2023年8月19日上午8:30；
1881-s0009,人工智能招聘,kimi_backs_doubao,span_mismatch,医疗行业/K,移动医疗行业/K,移动医疗行业/K, 4、具备移动医疗行业的工作经验的优先考虑；
1952-s0003,阿里云公开数据集,kimi_backs_doubao,span_mismatch,客户服务/S | 故障处理/S,故障处理/S,故障处理/S,"', '3、配合在线客服及时处理客户服务器相关问题，***时间响应用户需求，故障处理完毕后及时通知客服或用户；"
1925-s0007,人工智能招聘,kimi_backs_doubao,span_mismatch,Python/S | Google Analytics/S | Excel/S | SQL/S,Python/S | R/S | Google Analytics/S | Excel/S | SQL/S,Python/S | R/S | Google Analytics/S | Excel/S | SQL/S,"3、熟练使用Python，R，Google Analytics, Excel，SQL等之一；"
1999-s0045,事业单位招聘,kimi_backs_doubao,empty_mismatch,绩效/K,[],[],（二）薪资待遇：含工资、绩效、带薪休假等相关福利等，具体参照海南省事业单位相关政策及我院《综合管理方案》中有关规定执行。
1942-s0006,阿里云公开数据集,kimi_backs_doubao,span_mismatch,C++/S | JAVA/S | 编程/S,C/S | C++/S | JAVA/S | 编程/S,C/S | C++/S | JAVA/S | 编程/S,"\xa0\xa0', '\xa0\xa0 4）掌握C，C++，JAVA任意一种编程；"
1995-s0081,事业单位招聘,kimi_backs_doubao,empty_mismatch,职称/K,[],[],7.具有招聘资格条件系列中级或高级专业技术职称的，另附职称证扫描件（PDF格式），文件名为“7-1职称证（张三）”；
1935-s0007,人工智能招聘,kimi_backs_doubao,span_mismatch,sql/S | MySQL/S | Oracle/S | 缓存技术/K | NoSQL技术/K,sql语言/S | MySQL/S | Oracle/S | 缓存技术/K | NoSQL技术/K,sql语言/S | MySQL/S | Oracle/S | 缓存技术/K | NoSQL技术/K, 6、精通sql语言，熟悉MySQL或Oracle，熟悉缓存技术、NoSQL技术，并有实际使用经验。
1991-s0011,事业单位招聘,kimi_backs_doubao,empty_mismatch,法规/K,[],[],2.遵守国家法律、法规，无违法、违纪行为;
1940-s0005,人工智能招聘,kimi_backs_doubao,span_mismatch,本科/K | 计算机/K | CET4/K,全日制本科及以上/K | 国家计算机二级/K | CET4/K,全日制本科及以上/K | 国家计算机二级/K | CET4/K, 任职资格: 1、全日制本科及以上，国家计算机二级，CET4；
1829-s0016,人工智能招聘,kimi_backs_doubao,empty_mismatch,ai/S | 网络/K | 大数据/K | 人工智能/K,[],[], 公司介绍： 比邻网（www.bilin.ai)是浙江数本网络科技有限公司旗下网，总部位于上海，依托公司自拥有大数据和人工智能的核心技术，为客户推荐优质海外房产投资、移民、财富管理专业服务。
1885-s0002,人工智能招聘,pair_agree_kimi_diff,agree_spans,团队管理/S,团队管理/S,团队管理/T | 优化用户体验/S | 产品逻辑/K, 3.负责团队管理工作，带领产品团队不断优化用户体验和产品逻辑；
1977-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],支持配合/T,"', '4. 支持配合IT部门其他项目的工作；"
1971-s0008,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],专业指导/S | 提升设备维护水平/S | 人员业务素质/K,"', '负责对电站人员进行专业指导，不断提升设备维护水平及人员业务素质。"
1905-s0007,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],收集市场反馈/S | 活动数据/K | 梳理分析/S,5、定期收集市场反馈等活动数据，并对关联数据进行挖掘、梳理分析。
1996-s0005,事业单位招聘,pair_agree_kimi_diff,agree_empty,[],[],校园安全保卫执勤/S | 夜班巡查/S | 灾害事故/S | 突发事件处置/S | 安全防范/S,3.负责校园安全保卫执勤与夜班巡查，参加灾害事故和突发事件处置等安全防范工作。
1848-s0012,人工智能招聘,pair_agree_kimi_diff,agree_spans,自我改进/T,自我改进/T,自我改进/T | 优化/T,有自我改进及优化的素养；
1940-s0000,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],底盘控制系统/K | 技术方案/K,工作职责: 1、负责底盘控制系统技术方案的制定、设计与全过程管控；
1841-s0024,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],工作氛围/T | 行政人事工作流程/S, 13、温馨快乐的工作氛围、人性化的行政人事工作流程；
1938-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],收集和分析市场数据/S | 挖掘市场信息/S | 定期反馈最新信息/S, 3、收集和分析市场数据，挖掘市场信息，并定期反馈最新信息；
1887-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],挖掘数据/S | 改善产品/S, 4、挖掘数据，改善产品。
1899-s0009,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],热爱电话销售工作/T, 2、热爱电话销售工作，勇于挑战高薪；
1802-s0003,人工智能招聘,pair_agree_kimi_diff,agree_spans,解决/S | 网络/K | 操作系统/K,解决/S | 网络/K | 操作系统/K,网络/S | 操作系统/S,4、解决网络和操作系统的问题。
1802-s0001,人工智能招聘,pair_agree_kimi_diff,agree_spans,分析/S | 解决/S | 服务器/K | 硬件/K | 软件/K,分析/S | 解决/S | 服务器/K | 硬件/K | 软件/K,服务器/S | 硬件/S | 软件/S,2、分析和解决与服务器，硬件和软件相关的问题。
1986-s0004,事业单位招聘,pair_agree_kimi_diff,agree_empty,[],[],博士学历和学位证书/K | 就业推荐表/K | 执业资格证/K | 职称证书/K | 临床医学/K | 博士/K | 初级/K,报名所需材料：身份证、博士学历和学位证书或就业推荐表、个人简历、执业资格证、职称证书 职位要求 专业要求 临床医学 最低学历 博士 工作年限 经验不限 职称要求 初级 工作地址 江西南昌市东湖区爱国路152号 查看地图
1876-s0017,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],技术岗位/K,学员毕业后可以直接入职合作公司（如：盛大、网易、腾讯游戏、完美、波克城市、金山、红摩炫、淘米网、EA、CCTV等知名游戏动漫合作委培企业）专业对口相关技术岗位就职。
1995-s0030,事业单位招聘,pair_agree_kimi_diff,agree_empty,[],[],初级及以上/K | 中级及以上专业技术资格/K,2.招聘岗位条件要求具有初级及以上和中级及以上专业技术资格的，视其认定专业技术资格情况进行聘用。
1992-s0000,事业单位招聘,pair_agree_kimi_diff,agree_empty,[],[],遵纪守法/T | 品行端正/T | 身体健康/T,因科室工作需要，现招聘总务科技术人员若干名，相关事宜如下：一、招聘条件1、遵纪守法、品行端正、身体健康，满足医院岗位要求。
1929-s0002,人工智能招聘,pair_agree_kimi_diff,agree_spans,Python开发/S,Python开发/S,Python/S,两年以上Python开发经验。
1970-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],协调/T,"', '4. 协调公司与服务客户之间的相关事务。"
1888-s0004,人工智能招聘,pair_agree_kimi_diff,agree_spans,性能优化/S | 算法优化/S,性能优化/S | 算法优化/S,性能优化/S | 算法优化开发/S,5.有性能优化，算法优化开发经验为佳。
