id,domain,review_bucket,status,codex,doubao,kimi,sentence
1959-s0004,阿里云公开数据集,kimi_backs_codex,empty_mismatch,项目实施/S | 售后服务/S,[],项目实施/S | 售后服务/S,"', '5.\xa0对具体的客户项目实施和售后服务提供必要的支持；"
1961-s0001,阿里云公开数据集,kimi_backs_codex,empty_mismatch,[],常规性运营活动数据配置/S,[]," ', '5、配合公司内部各运营团队完成常规性运营活动数据配置工作；"
1961-s0002,阿里云公开数据集,kimi_backs_codex,empty_mismatch,[],平台前后端操作培训/S,[]," ', '6、撰写平台前后端操作手册，针对需求进行平台前后端操作培训；"
1962-s0002,阿里云公开数据集,kimi_backs_codex,span_mismatch,沟通/T | 协调能力/T | 分析能力/T,协调能力/T | 分析能力/T,沟通/T | 协调能力/T | 分析能力/T,"', '3、有较好的沟通、协调能力和分析能力；"
1965-s0002,阿里云公开数据集,kimi_backs_codex,empty_mismatch,部署/S | 测试/S,[],部署/S | 测试/S,"', '3、负责系统更新包进行部署与测试；"
1966-s0005,阿里云公开数据集,kimi_backs_codex,span_mismatch,工作积极/T | 主动/T | 团队合作精神/T,工作积极/T | 团队合作精神/T,工作积极/T | 主动/T | 团队合作精神/T,"', '2、工作积极、主动，有团队合作精神；"
1968-s0006,阿里云公开数据集,kimi_backs_codex,type_only,shell/S | perl/S | python/S | 脚本语言/K,shell/S | perl/S | python/S | 脚本语言/S,shell/S | perl/S | python/S | 脚本语言/K,"', '2.熟悉shell、perl、python至少一门脚本语言；"
1969-s0005,阿里云公开数据集,kimi_backs_codex,span_mismatch,文档编写/S,测试记录/S | 相应文档编写/S,文档编写/S,"', ' 6、进行测试记录和相应文档编写及提交。"
1970-s0006,阿里云公开数据集,kimi_backs_codex,span_mismatch,认真负责/T | 团队精神/T,工作认真负责/T | 团队精神/T,认真负责/T | 团队精神/T,工作认真负责，有团队精神。
1971-s0010,阿里云公开数据集,kimi_backs_codex,span_mismatch,电气专业/K,知识培训经历/K,电气专业/K,有电气专业、管理等知识培训经历；
1972-s0010,阿里云公开数据集,kimi_backs_codex,span_mismatch,Python/S,Python使用/S,Python/S,"', '2.\xa0有Python使用经验优先；"
1974-s0009,阿里云公开数据集,kimi_backs_codex,empty_mismatch,[],销售事务/S,[],"', '4、负责客户合同的签订、厂商的对接以及跟进、整理等销售事务；"
1978-s0006,阿里云公开数据集,kimi_backs_codex,span_mismatch,沟通协调能力/T | 责任心强/T | 团队合作意识/T,沟通协调能力/T | 责任心/T | 团队合作意识/T,沟通协调能力/T | 责任心强/T | 团队合作意识/T,"', '7、具有良好的沟通协调能力，责任心强，有团队合作意识。"
1980-s0001,阿里云公开数据集,kimi_backs_codex,empty_mismatch,[],公司日常桌面运维支持/S,[],"', '2.\xa0公司日常桌面运维支持；"
1991-s0013,事业单位招聘,kimi_backs_codex,empty_mismatch,[],良好的品行/T | 职业道德/T,[],3.具有良好的品行和职业道德;
1997-s0010,事业单位招聘,kimi_backs_codex,span_mismatch,沟通能力/T | 团队精神/T,热爱放射工作/T | 沟通能力/T | 团队精神/T,沟通能力/T | 团队精神/T,2、热爱放射工作，具有良好的沟通能力和团队精神；
1997-s0011,事业单位招聘,kimi_backs_codex,span_mismatch,沟通能力/T | 团队精神/T,热爱放射工作/T | 沟通能力/T | 团队精神/T,沟通能力/T | 团队精神/T,2、热爱放射工作，具有良好的沟通能力和团队精神；
