id,domain,review_bucket,status,codex,doubao,kimi,sentence
1807-s0006,人工智能招聘,pair_agree_kimi_diff,agree_spans,智慧校园/K | 信息化建设/S,智慧校园/K | 信息化建设/S,智慧校园/K | 信息化建设/K,3、有智慧校园及信息化建设经验者优先；
1808-s0008,人工智能招聘,pair_agree_kimi_diff,agree_spans,沟通能力/T | 团队合作精神/T | 分析问题/S | 解决问题/S,沟通能力/T | 团队合作精神/T | 分析问题/S | 解决问题/S,沟通能力/T | 团队合作精神/T | 分析问题/T | 解决问题/T, 6、具有良好的沟通能力和团队合作精神、优秀的分析问题和解决问题的能力。
1809-s0001,人工智能招聘,pair_agree_kimi_diff,agree_spans,大数据处理/S | 商业运营/S | 商业产品解决方案/S,大数据处理/S | 商业运营/S | 商业产品解决方案/S,大数据处理能力/S | 商业运营能力/S | 商业产品解决方案/K, 2. 结合公司大数据处理能力、商业运营能力，将客户需求转化为可实施的商业产品解决方案；
1811-s0000,人工智能招聘,pair_agree_kimi_diff,agree_spans,产品化/K | 规模化/K | 平台化/K | 市场投放/K | 解决方案/S,产品化/K | 规模化/K | 平台化/K | 市场投放/K | 解决方案/S,产品化/K | 规模化/K | 平台化/K | 解决方案/K | 投放效率/S,职位职责：1、负责对接市场职能衍生的产品化、规模化、平台化需求，挖掘市场投放中出现的痛点并提出解决方案，提升投放效率与深度；
1814-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],开发相关耗材/S | 智能化设备/S | 开发新技术/S | 丰富服务/S | 培训/S | 变革传统齿科制造工艺/S,围绕新型齿科材料，开发相关耗材、智能化设备，开发新技术，丰富服务与培训，变革传统齿科制造工艺。
1814-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],数字化/S | 智能化/S,实现国际口腔行业的数字化、智能化发展，用科技构建口腔生态圈，致力于成为世界先进的口腔服务公司。
1816-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],分析/S,回收并分析各平台数据，数据将用作内容创作方向参考。
1816-s0007,人工智能招聘,pair_agree_kimi_diff,agree_spans,网络安全/K | 云计算/K,网络安全/K | 云计算/K,网络安全/K | 云计算/K | 黑客/K,3.对网络安全、云计算、黑客极客文化感兴趣者优先；
1819-s0010,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],交互原型/S | APP/S | 小程序/S | H5/S, 应聘要求 1、提供过往自己设计的有代表性的交互原型方案和APP小程序H5]
1822-s0004,人工智能招聘,pair_agree_kimi_diff,agree_spans,本科及以上学历/K,本科及以上学历/K,统招本科及以上学历/K,任职要求：1.学历要求-统招本科及以上学历。
1823-s0001,人工智能招聘,pair_agree_kimi_diff,agree_spans,平面设计/S,平面设计/S,平面设计工作/S,2、负责公司项目产品的平面设计工作；
1824-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],梳理提炼/S | 优化处理效率/S | 推动客户诉求的落地/S,3.负责梳理提炼客户的日常问题和需求，优化处理效率，推动客户诉求的落地；
1825-s0001,人工智能招聘,pair_agree_kimi_diff,agree_spans,测试方法/K,测试方法/K,先进测试方法/S | 规范开发测试流程/S | 提高测试效率/S,2.推动使用先进测试方法、规范开发测试流程、提高测试效率。
1825-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],密切合作/T | 发布高质量产品/S,3.负责和产品、研发密切合作，发布高质量产品。
1829-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],服务方案/S, 4．及时有效进行客户定期回访，将客户需求准确反馈至产品部门，完成VIP客户海外一站式私订服务方案；
1829-s0004,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],陪同服务/S, 5．定期配合公司海外考察、高端旅行项目，陪同服务客户境外行程；
1829-s0005,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],销售目标/K, 6. 完成公司制定的销售目标以及日、周、月的绩效指标；
1829-s0007,人工智能招聘,pair_agree_kimi_diff,agree_spans,销售/S,销售/S,销售经验/S, 基本要求： 1．二年以上销售经验（海外或国内房产；
1829-s0012,人工智能招聘,pair_agree_kimi_diff,agree_spans,敬业精神/T | 沟通能力/T,敬业精神/T | 沟通能力/T,沟通能力/T | 抗压性/T, 2．乐于接受挑战性的工作，有较高的敬业精神，喜欢销售工作，具备较强的沟通能力、抗压性；
1834-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],监督施工/S,在施工阶段，监督施工人员严格按照方案进行施工；
1835-s0005,人工智能招聘,pair_agree_kimi_diff,agree_spans,推荐系统/K | 机器学习/K | 大数据处理/S,推荐系统/K | 机器学习/K | 大数据处理/S,推荐系统/K | 机器学习/K | 大数据处理/K, 2、对推荐系统、机器学习和大数据处理感兴趣，熟悉其中一项或者多项；
1836-s0005,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],落地执行/S, 6、对开发工作的质量负责，并参与代码规范的编制、落地执行及完善；
1839-s0004,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],视频业务功能/S | 协议/K, 5、视频业务功能的实现和相关协议的模块实现。
1841-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],发展新客户/S | 挖掘需求/S, 4、发展新客户，挖掘需求，与客户保持良好关系；
1841-s0019,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],专项培训/S | 晋升通道/T, 8、持续的岗位/专项培训提升机会，畅通的晋升通道；
1841-s0024,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],工作氛围/T | 行政人事工作流程/S, 13、温馨快乐的工作氛围、人性化的行政人事工作流程；
1842-s0002,人工智能招聘,pair_agree_kimi_diff,agree_spans,需求分析/S | 产品策划/S,需求分析/S | 产品策划/S,业务需求/K | 需求分析/S | 产品策划/S, 3.负责管理来自用户和公司内部的业务需求，完成需求分析，并完成产品策划；
1842-s0007,人工智能招聘,pair_agree_kimi_diff,agree_spans,创新意识/T,创新意识/T,市场发展趋势/K | 洞察力/T | 创新意识/T, 2.对市场发展趋势有敏锐的洞察力和创新意识；
1848-s0012,人工智能招聘,pair_agree_kimi_diff,agree_spans,自我改进/T,自我改进/T,自我改进/T | 优化/T,有自我改进及优化的素养；
1851-s0000,人工智能招聘,pair_agree_kimi_diff,agree_spans,性能指标/K | 产品设计/S,性能指标/K | 产品设计/S,产品设计/S,工作职责： 1、根据产品需求，确定产品功能、性能指标，选择合适的技术路线和软硬件方案，做好产品设计；
1853-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],提出改进意见和建议/S,3、能够对公司内部现有项目有效的提出改进意见和建议，改善现有产品体验。
1858-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],针对性解决方案/S | 设计/S | IT产品/K,并根据客户需求提供针对性解决方案并设计匹配客户需求IT产品。
1861-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],统筹管理/S,4、负责工程部在建工程的统筹管理工作。
1867-s0006,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],日常管理/S,主要职责：1.负责服务器系统的实施部署及日常管理工作；
1867-s0009,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],IT基础架构/K | 设计规划/S,4.协助完成IT基础架构的设计规划。
1872-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],编写/S | 维护报告/S | 总结报告/S, 2、负责编写日常维护报告和总结报告文档。
1876-s0006,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],影视动画行业/K | 影视后期/K,根据影视动画行业岗位量身定制培训课程，定向培养影视后期专精人才；
1876-s0012,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],游戏美术/K,实训课程地点：西安市高新区科技路都荟国际B座1806实训上课形式：1-20人小班实训，全国游戏美术讲师为你手把手传授知识，对应班主任负责跟进学习和生活情况，对应就业主管规划职业发展，就业。
1876-s0017,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],技术岗位/K,学员毕业后可以直接入职合作公司（如：盛大、网易、腾讯游戏、完美、波克城市、金山、红摩炫、淘米网、EA、CCTV等知名游戏动漫合作委培企业）专业对口相关技术岗位就职。
1877-s0000,人工智能招聘,pair_agree_kimi_diff,agree_spans,数据挖掘/S,数据挖掘/S,数据挖掘/S | 金融/K | 用户行为/K | 痛点/K | 金融产品策略/K,岗位职责：1.通过调研及数据挖掘用户金融相关需求，分析用户行为及痛点，进行金融产品策略的分析和制定；
1881-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],研发规范/K, 4、制定团队研发规范和流程，组织并指导对应技术团队开展工作，分解研发任务，把握开发进度，提升团队输出质量和研发效率；
1883-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],房屋买卖咨询/S | 按揭贷款/S,公司拥有一大批年青、专业、胸怀梦想的不动产经纪人，他们从业多年，为成千上万个家庭实现了置业梦想，为数以万计的客户提供过房屋买卖咨询、按揭贷款等服务。
1883-s0005,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],专业/K | 不动产住宅市场/K,专注、专业是我们永恒的追求，专注不动产住宅市场是我们的立业之本，用我们的专业赢得客户和同行的尊重是我们的生存之本。
1884-s0014,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],改进移动端用户体验/S,10.对改进移动端用户体验有自己的见解；
1885-s0002,人工智能招聘,pair_agree_kimi_diff,agree_spans,团队管理/S,团队管理/S,团队管理/T | 优化用户体验/S | 产品逻辑/K, 3.负责团队管理工作，带领产品团队不断优化用户体验和产品逻辑；
1885-s0007,人工智能招聘,pair_agree_kimi_diff,agree_spans,责任心/T,责任心/T,责任心/T | 热爱产品工作/T," 4.富有责任心,热爱产品工作；"
1885-s0009,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],流程/K,具有良好的沟通能和流程。
1887-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],挖掘数据/S | 改善产品/S, 4、挖掘数据，改善产品。
1888-s0004,人工智能招聘,pair_agree_kimi_diff,agree_spans,性能优化/S | 算法优化/S,性能优化/S | 算法优化/S,性能优化/S | 算法优化开发/S,5.有性能优化，算法优化开发经验为佳。
1891-s0009,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],发掘和响应客户的需求/S,能够快速发掘和响应客户的需求；
1891-s0010,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],组织编写/S | 产品和解决方案/K, 4、能够组织编写针对客户行业的产品和解决方案的宣传文档。
1891-s0011,人工智能招聘,pair_agree_kimi_diff,agree_spans,文档编写/S | 演讲/S,文档编写/S | 演讲/S,文档编写/S | 演讲能力/T,有较强的文档编写和演讲能力；
1891-s0014,人工智能招聘,pair_agree_kimi_diff,agree_spans,项目管理/S,项目管理/S,项目管理经验/S, 7、有一定的项目管理经验者优先；
1893-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],答疑/S | 分析学员学习情况/S | 学习服务/S,2、负责课程的教授及答疑，分析学员学习情况并提供学习服务；
1896-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],推出可行性解决方案/S,2、针对不同行业客户的业务场景和需求推出可行性解决方案；
1898-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],开发/S, 2、负责开发符合系统要求的软件内容；
1898-s0007,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],安装调试/S, 8、协助相关应用软件的安装调试工作。
1899-s0009,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],热爱电话销售工作/T, 2、热爱电话销售工作，勇于挑战高薪；
1903-s0007,人工智能招聘,pair_agree_kimi_diff,agree_spans,数据敏感/T | 技术敏感/T,数据敏感/T | 技术敏感/T,数据敏感/T | 技术敏感/T | 研究的意识/T | 直觉/T, 4. 对数据敏感、对技术敏感，有研究的意识和直觉者更佳；
1904-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],运用综合技术的能力/S, 4、具有较强的学习和运用综合技术的能力；
1904-s0005,人工智能招聘,pair_agree_kimi_diff,agree_spans,沟通能力/T,沟通能力/T,沟通能力/T | 适应短期出差/T, 6、较强的沟通能力， 7、能适应短期出差。
1905-s0005,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],产品功能/K | 使用习惯/K | 建设性意见/T,收集用户在产品功能，使用习惯等方面的意见及建议，提出建设性意见；
1905-s0007,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],收集市场反馈/S | 活动数据/K | 梳理分析/S,5、定期收集市场反馈等活动数据，并对关联数据进行挖掘、梳理分析。
1905-s0009,人工智能招聘,pair_agree_kimi_diff,agree_spans,本科及以上学历/K,本科及以上学历/K,统招全日制大学本科及以上学历/K, 任职要求：1、统招全日制大学本科及以上学历；
1914-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],跟进执行/S, 3、分析海量用户数据，挖掘产品潜在的增长机会，并跟进执行；
1917-s0006,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],独立打造爆款/S, 3.具有能够独立打造爆款的能力；
1917-s0007,人工智能招聘,pair_agree_kimi_diff,agree_spans,高效执行力/T | 沟通能力/T,高效执行力/T | 沟通能力/T,高效执行力/T | 分析行业数据能力/S | 沟通能力/T, 4.具有高效执行力，良好的分析行业数据能力和较强的沟通能力。
1918-s0006,人工智能招聘,pair_agree_kimi_diff,agree_spans,公司内外资源协调/S,公司内外资源协调/S,推动/S | 管理/S | 资源协调/S,3.推动和管理跨部门合作项目，公司内外资源协调；
1920-s0008,人工智能招聘,pair_agree_kimi_diff,agree_spans,性格开朗/T | 沟通能力/T | 团队精神/T,性格开朗/T | 沟通能力/T | 团队精神/T,沟通能力/T | 团队精神/T, 5、性格开朗，具有良好的沟通能力、团队精神;
1922-s0000,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],日志分析产品/K | 日志分析/S,职位要求工作职责：1.公司主要开发日志分析产品，工作的主要内容是围绕日志分析产品来开展的。
1924-s0012,人工智能招聘,pair_agree_kimi_diff,agree_spans,学习能力/T,学习能力/T,前瞻力/T | 洞察能力/T | 学习能力/T,6、对业务较强的前瞻力和洞察能力，和较强的学习能力。
1925-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],数据调研/S | 挖掘/S | 分析/S,4、对指定网站、指定APP等进行数据调研、挖掘和分析；
1925-s0009,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],专项分析/S | 给出建议/S,5、能根据电商部门的需求，对数据进行专项分析，并给出建议；
1925-s0024,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],PythonExcelSQLR/S,职能类别：销售助理关键字：PythonExcelSQLR
1928-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],沟通/T | 制定方案/S | 优化方案/S, 3. 与策略研究部门一起沟通制定方案优化方案；
1928-s0003,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],研究/S | 分析/S | 设计产品/S, 4. 研究财富管理行业的用户需求，分析设计产品&amp;
1928-s0006,人工智能招聘,pair_agree_kimi_diff,agree_spans,财富管理行业/K,财富管理行业/K,财富管理/K, 5. 针对财富管理行业，探索其他可行性方案。
1928-s0011,人工智能招聘,pair_agree_kimi_diff,agree_spans,思维活跃/T,思维活跃/T,智投业务/K | 财富管理/K | 思维活跃/T, 5. 有相关工作经验者，且对智投业务充满热情，对财富管理有一定认知，思维活跃。
1929-s0002,人工智能招聘,pair_agree_kimi_diff,agree_spans,Python开发/S,Python开发/S,Python/S,两年以上Python开发经验。
1933-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],解决客户故障问题/S | 排查重大安全问题/S | 应急响应保障/S, 3、解决客户故障问题，排查重大安全问题，重大安全事件的应急响应保障工作。
1933-s0012,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],适应短期出差/T, 10、能够适应短期出差。
1934-s0004,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],开拓新市场/S | 发展新客户/S | 销售范围/S, 3、开拓新市场，发展新客户，增加公司产品的销售范围；
1934-s0010,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],承担工作压力/T | 接受挑战/T | 适应经常性出差/T, 4、愿意承担工作压力及接受挑战，能够适应经常性出差的工作要求；
1936-s0004,人工智能招聘,pair_agree_kimi_diff,agree_spans,英文/L,英文/L,英文/L | 阅读英文论文/L,4．具有较强的英文阅读能力，能够阅读英文论文和专利；
1937-s0001,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],数据治理类项目/K | 梳理数据资产/S | 数据质量/K, 2、负责数据治理类项目的开展实施，梳理数据资产，推动BU提高业务系统的数据质量；
1938-s0000,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],电话进行产品营销/S | 了解客户需求/S | 解答客户相关咨询/S,岗位职责： 1、通过电话进行产品营销，了解客户需求，解答客户相关咨询，向客户提供专业教育方案。
1938-s0002,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],收集和分析市场数据/S | 挖掘市场信息/S | 定期反馈最新信息/S, 3、收集和分析市场数据，挖掘市场信息，并定期反馈最新信息；
1940-s0000,人工智能招聘,pair_agree_kimi_diff,agree_empty,[],[],底盘控制系统/K | 技术方案/K,工作职责: 1、负责底盘控制系统技术方案的制定、设计与全过程管控；
1944-s0004,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],二次改造需求/S | 研发/S," ', '4、 出具二次改造需求与研发；"
1944-s0005,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],协助性工作/T," ', '5、 配合各个部门协助性工作；"
1944-s0006,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],关系维护/S,"', '6、 负责外部相关媒体的关系维护工作；"
1945-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],排除故障/S,保障系统的正常运行，及时排除故障；
1945-s0004,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],协调工作/T,"', '4、\xa0负责系统应用过程中各部门的协调工作，及时处理系统使用者提出的问题。"
1945-s0007,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],使用培训/S,员工信息系统的使用培训；
1946-s0000,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],安装/S | 维护/S | 维修/S,"['岗位职责：', '1、负责充换电柜的前期安装、安装后的定期维护和维修、废旧电池的处理等工作，以保证客户正常使用公司产品。"
1946-s0002,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],电子电路知识/K," ', '2、具备基本的电子电路知识；"
1947-s0002,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],运行/S | 维护管理/S,"', '3、负责系统程序的运行及维护管理；"
1947-s0005,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],建立/S | 管理档案/S,"', '6、负责建立系统硬件和软件管理档案；"
1948-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],建设/S | 维护评估/S | 改进/S,"', '4、负责公司基础信息设施与办公环境信息设备及应用系统等各项系统的建设、维护评估与改进；"
1949-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],销售报告/S | 品牌销售报告/S,"', ' ', ' ', '\xa0 \xa0\xa0 编写销售报告和品牌销售报告。"
1949-s0005,阿里云公开数据集,pair_agree_kimi_diff,agree_spans,英文/L,英文/L,中英文/L | 听说读写能力/L,"', ' ', ' ', '\xa0 \xa0 \xa0 良好的中英文听说读写能力。"
1951-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],性能调优/S | 监控纳管/S,"', '2、负责对中间件进行性能调优、监控纳管；"
1951-s0004,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],安全漏洞修复/S | 补丁安装/S | 安全加固/S,"', '5、负责中间件相关的安全漏洞修复、补丁安装、安全加固；"
1951-s0013,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],平台建设/S,"', '【优先考虑】', '1.能够对中间件运维工具进行开发或平台建设的，优先考虑；"
1959-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],跟踪智慧水务行业发展/S | 跟踪落实/S,"', '2.\xa0负责跟踪智慧水务行业发展，提出公司智慧水务平台需求的完善方案，并跟踪落实；"
1959-s0002,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],整理/S | 分析/S | 发现问题/S | 改进建议/S,"', '3.\xa0负责运营数据的收集、整理与分析，发现问题并给出相关改进建议，并督促相关意见的落实；"
1959-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],研发/S | 智慧水务业务/K | 战略/K,"', '4.\xa0协作研发公司智慧水务业务战略；"
1961-s0005,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],承受工作压力/T | 适应轮班工作/T," ', '5、 能承受工作压力、适应轮班工作（平均每月1次周末在家值班，1周晚班，可补休） ', ' ']"
1962-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_spans,沟通能力/T | 团队思维/T,沟通能力/T | 团队思维/T,语言表达/T | 沟通能力/T | 团队思维/T,"', '2、良好语言表达和沟通能力，具备团队思维；"
1964-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],技术服务支持/S,"', '4、依照客户方需求提供相关技术服务支持。"
1965-s0005,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],巡检/S | 给出建设性提升意见/S,"', '6、负责定期对客户方系统进行软硬件方面的巡检，并给出建设性提升意见，提升产品价值；"
1967-s0002,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],发布/S,"', '3.负责项目系统及软件平台的版本升级及发布工作;"
1967-s0004,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],反馈任务完成情况/S,"', '5.积极高效的完成上级领导交办的工作任务，并主动反馈任务完成情况。"
1968-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],部署/S | 优化/S,"', '2、负责游戏运维相关脚本的编写、部署和优化；"
1968-s0002,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],CMDB/S | 运维平台/S | 运维系统/K,"', '3、负责接入游戏到CMDB、运维平台等运维系统；"
1968-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],沟通协调/T,"', '4、负责与运营、测试等部门沟通协调，保证游戏运营正常开展；"
1969-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],测试计划/S,"', ' 2、仔细阅读项目规格说明、设计文档，协助副经理制定项目的测试计划，保证产品测试工作的计划性与规范性。"
1970-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],清洁维护/S | 技术归档/S,"', '2. 完成变配电站的清洁维护、技术归档工作。"
1970-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],协调/T,"', '4. 协调公司与服务客户之间的相关事务。"
1971-s0000,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],维护管理/S,"['主要工作职责：', '1)\xa0在运营部经理的领导下，全面负责所辖电站所有设备的维护管理工作。"
1971-s0008,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],专业指导/S | 提升设备维护水平/S | 人员业务素质/K,"', '负责对电站人员进行专业指导，不断提升设备维护水平及人员业务素质。"
1973-s0005,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],彩妆/K | 时尚/K,"', '2、上班时间9:00—18:00 ，无需外出，只需要在微信群服务客户', '3、对', '行业感兴趣，', '，关注和喜欢彩妆、时尚类话题；"
1975-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],产品宣传/S | 推广/S | 售前/S | 技术协作/S,"\xa0', '4、配合产品宣传、推广、售前等阶段的技术协作。"
1976-s0000,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],系统安装/S | 使用培训/S | 技术指导/S,['1、负责完成面向客户的系统安装、使用培训、技术指导等工作；
1976-s0001,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],搭建/S | 调试/S | 技术指导/S | 故障分析排查/S | 运维/S,"', '2、负责项目中系统及服务平台的搭建、调试、技术指导、故障分析排查、运维；"
1976-s0004,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],合作/T,"', '5、与客户方保持良好的合作，确保项目进度与质量；"
1977-s0003,阿里云公开数据集,pair_agree_kimi_diff,agree_empty,[],[],支持配合/T,"', '4. 支持配合IT部门其他项目的工作；"
1982-s0005,事业单位招聘,pair_agree_kimi_diff,agree_empty,[],[],能适应轮班工作/T,3．年龄35周岁以下（1988年7月1日后出生），能适应轮班工作要求(含夜班）。
1984-s0028,事业单位招聘,pair_agree_kimi_diff,agree_empty,[],[],教师资格证书/K,④ 相应教师资格证书，应届毕业生可提供《承诺书》（附件3）进行报名。
