id,domain,review_bucket,status,codex,doubao,kimi,sentence
1804-s0019,人工智能招聘,must_human_split,span_mismatch,编程语言/K | Python/S,算法/K | R/S | Python/S | C/S,R/S | Python/S | C/S," 4. 掌握常用算法编程语言，如R,Python, C等。"
1804-s0020,人工智能招聘,must_human_split,span_mismatch,大数据平台/S | 处理/S | 大规模实时数据/K | 机器学习模型/K,大数据平台/K | 实时数据/K | 机器学习模型/K,大数据平台/K | 处理大规模实时数据/S | 机器学习模型/K,有在大数据平台上处理大规模实时数据及应用机器学习模型经验者加分。
1805-s0001,人工智能招聘,must_human_split,type_only,营销计划/S,营销计划/K,[], 2.根据市场指定营销计划；
1805-s0002,人工智能招聘,must_human_split,span_mismatch,开拓新市场/S | 发展新客户/S | 产品销售/S,销售/S,开拓新市场/S | 发展新客户/S | 增加产品销售范围/S, 3.开拓新市场，发展新客户，增加产品销售范围；
1805-s0004,人工智能招聘,must_human_split,span_mismatch,跟踪客户使用情况/S | 反馈/S | 处理/S | 技术问题/K | 组装/S | 调试/S | 技术支持/S | 售后问题处理/S,反馈/S | 组装调试/S | 技术支持/S | 售后问题处理/S,跟踪客户使用情况/S | 反馈并协助处理客户使用中的技术问题/S | 组装调试/S | 技术支持/S | 售后问题处理/S, 5.跟踪客户使用情况，及时反馈并协助处理客户使用中的技术问题，协助公 司为客户提供组装调试等技术支持以及售后问题处理。
1806-s0003,人工智能招聘,must_human_split,span_mismatch,技术文档/K | 编写/S | 同行评审/S,同行评审/S,技术文档的编写/S | 同行评审/S, 4 开发过程技术文档的编写及同行评审。
1806-s0005,人工智能招聘,must_human_split,type_only,面向对象/S | 设计模式/K | 多线程/K | 跨平台编程/S,面向对象/K | 设计模式/K | 多线程/K | 跨平台编程/K,面向对象/K | 设计模式/K | 多线程/S | 跨平台编程/S, 2 深刻理解面向对象、熟悉设计模式、多线程和跨平台编程；
1807-s0001,人工智能招聘,must_human_split,span_mismatch,优化核心流程转化/S,运营/S,[],2.负责依据运营目标及用户反馈，优化核心流程转化与产品体验，提高用户活跃和留存；
1807-s0003,人工智能招聘,must_human_split,span_mismatch,运营渠道/K | 采集/S | 分析/S | 产品数据/K | 用户数据/K | 数据挖掘/S | 用户需求/K | 有效分析/S | 改良建议/S | 推进实施/S,运营/S | 数据挖掘/S | 改良建议/S | 推进实施/S,数据挖掘/S,4.掌控运营实施情况，通过多种运营渠道采集和分析产品数据、用户数据、进行数据挖掘，对用户需求进行有效分析，并提出改良建议和推进实施；
1808-s0000,人工智能招聘,must_human_split,span_mismatch,大数据平台/S | 基础开发/S | 维护/S | 分析型可视化/K | 算法可视化/K | 大数据可视化/S | 可视化技术/K,大数据平台/S | 基础开发/S | 维护/S | 算法可视化/K | 数据可视化/S,大数据平台/K | 可视化/S | 算法可视化/S | 大数据可视化/K,岗位职责： 1、负责大数据平台的基础开发和维护，参与团队分析型可视化、算法可视化等大数据可视化产品的建设，并推动可视化技术产生更多的业务价值；
1808-s0001,人工智能招聘,must_human_split,span_mismatch,数据平台/S | 接口的开发/S | 数据查询/S | 提取/S | 新增/S | 更新/S,数据平台/K | 数据查询/S,接口的开发/S | 数据查询/S | 提取/S | 新增/S | 更新/S, 2、负责数据平台各类接口的开发，支持用户对数据查询、提取、新增、更新等操作；
1808-s0002,人工智能招聘,must_human_split,span_mismatch,前沿可视化技术/K | 研究/S | 学习新技术/S | 应用/S,可视化技术/K,可视化技术/S | 研究和学习新技术/T | 新技术合理的应用/S, 3、尝试各种前沿可视化技术与思想，推动团队技术继续前进，具备研究和学习新技术的能力，能够将新技术合理的应用到产品中。
1808-s0003,人工智能招聘,must_human_split,span_mismatch,数据可视化库/S | HighCharts/S | DataTable/S | ECharts/S | D3.js/S | 项目开发/S,数据可视化库/K | HighCharts/S | DataTable/S | ECharts/S | D3.js/S,数据可视化库/S | HighCharts/S | DataTable/S | ECharts/S | D3.js/S | 项目开发经验/S, 岗位要求： 1、掌握数据可视化库，如HighCharts/DataTable/ECharts/D3.js等，有1年以上的实际项目开发经验；
1808-s0006,人工智能招聘,must_human_split,span_mismatch,模块化/K | 前端编译/S | 构建工具/S | 编译工具/S | webpack/S | gulp/S,模块化/K | 前端编译/K | 构建工具/K | webpack/S | gulp/S,模块化/K | 前端编译/K | 构建工具/S | webpack/S | gulp/S, 4、了解模块化、前端编译和构建工具，掌握常用编译工具，如 webpack／gulp等；
1809-s0000,人工智能招聘,must_human_split,span_mismatch,客户需求/K | 商业需求转化/S | 技术语言/K,商业需求转化/S | 技术语言/K,深度理解客户需求/T | 商业需求转化为技术语言/S,工作职责: 1. 深度理解客户需求，把握客户需求意图，并将商业需求转化为技术语言；
1809-s0002,人工智能招聘,must_human_split,span_mismatch,技术能力/K | 产品能力/K | 商业语言/K | 提案/S | 深挖客户需求/S | 数据能力/K,技术能力/K | 产品能力/K | 商业语言/K | 销售/S,技术能力/K | 产品能力/K | 商业语言/K | 数据能力/K, 3. 将公司技术能力/产品能力转化为商业语言，协助销售进行商业产品解决方提案，并不断深挖客户需求与公司数据能力的结合点；
1809-s0003,人工智能招聘,must_human_split,span_mismatch,标准化/S | 落地/S | 商业产品解决方案/S,商业产品解决方案/S,标准化/S | 落地/S, 4. 探索出符合市场需求的、可标准化、可落地的商业产品解决方案。
1809-s0004,人工智能招聘,must_human_split,span_mismatch,售前咨询/S | 计算机相关专业/K,售前咨询/S,技术类商业产品售前咨询/K | 计算机相关专业/K, 任职资格: 1. 有5年及以上工作经历（尤其是技术类商业产品售前咨询经历），计算机相关专业背景；
1809-s0006,人工智能招聘,must_human_split,span_mismatch,客户导向意识/T | 客户沟通/T,客户导向意识/T,客户导向意识/T | 客户沟通界面/T, 3. 具备较强的客户导向意识、良好的客户沟通界面；
1810-s0000,人工智能招聘,must_human_split,span_mismatch,策略设计与优化/S | 移动定位/K | 用户画像/K | 机器学习/K | 分类/S | 聚类/S | 广告投放策略/S | CTR预估/S | 广告匹配技术/K | 广告相关性/K | 逻辑思维能力/T | 发现有价值的规律/S | python/S | 编程/S | 数据结构/K | 算法/K | 解决问题/S | 分析问题/S | 团队合作精神/T | 沟通能力/T | 学习能力/T | 大规模数据挖掘/S | 推荐算法/K | 机器学习算法/K | 优化理论/K | 搜索引擎/K | 推荐系统/K | 广告行业/K,广告投放系统/S | 策略设计/S | 移动定位/K | 用户画像/K | 机器学习/K | 分类聚类/K | 广告投放策略/K | CTR预估/S | 广告匹配技术/K | 广告相关性/K | 逻辑思维能力/T | python/S | 数据结构/K | 算法/K | 解决问题/S | 分析问题/S | 团队合作精神/T | 沟通能力/T | 学习能力/T | 数据挖掘/K | 推荐算法/K | 机器学习算法/K | 优化理论/K | 搜索引擎/K | 推荐系统/K | 广告行业/K,移动定位/K | 用户画像/K | 机器学习/K | 分类聚类/K | 广告投放策略/K | CTR预估/K | 广告匹配技术/K | 广告相关性/K | 逻辑思维能力/T | python/S | 数据结构和算法/K | 解决问题/T | 分析问题/T | 团队合作精神/T | 沟通能力/T | 学习能力/T | 大规模数据挖掘/K | 推荐算法/K | 机器学习算法优化理论/K | 搜索引擎/K | 推荐系统/K,工作职责：-负责移动在线广告投放系统的策略设计与优化-应用移动定位、用户画像、机器学习、分类聚类等技术，提高广告系统的用户体验、投放能力及变现效率-主要方向：广告投放策略，CTR预估，广告匹配技术，广告相关性等职位要求：-良好的逻辑思维能力，能够从海量数据中发现有价值的规律-熟悉python等语言编程，数据结构和算法基础扎实-对解决挑战性问题充满热情，善于解决问题和分析问题-良好的团队合作精神，较强的沟通能力和学习能力-熟悉大规模数据挖掘、推荐算法、机器学习算法优化理论等技术者优先-有搜索引擎、推荐系统或广告行业相关背景者优先。
1811-s0001,人工智能招聘,must_human_split,span_mismatch,研发/S | 设计/S | 沟通/T,沟通/T | 产品落地/S | 优化/S | 更新迭代/S,沟通/T | 推动/T | 落地/S | 优化/S | 更新迭代/S,2、与研发、设计、产品与运营团队紧密沟通，推动内部后台产品落地并负责优化更新迭代；
1811-s0002,人工智能招聘,must_human_split,span_mismatch,需求评审/S,需求评审/S | UI设计/S | 技术排期/S | 研发/S | 测试/S | 验收/S | 数据检测/S | 问题收集/S | 持续迭代/S,管理项目/S | 需求评审/S | UI设计/S | 技术排期/S | 研发/S | 测试/S | 验收/S | 数据检测/S | 问题收集/S | 持续迭代/S,3、可以独立管理项目闭环，从需求评审-UI设计-技术排期-研发-测试-验收-数据检测-问题收集-持续迭代；
1811-s0003,人工智能招聘,must_human_split,span_mismatch,数据分析/S,数据分析/S | 项目落地/S,数据分析/S | 统筹协调/T | 落地/S,4、制定合理的数据衡量指标，定期进行数据分析并产出和商业化合作的方案，能统筹协调产品、市场、运营、商业化团队资源将项目落地。
1811-s0004,人工智能招聘,must_human_split,span_mismatch,本科及以上学历/K,本科及以上学历/K | 产品/K | 内容型产品/K,本科及以上学历/K | 产品经验/K | 内容型产品经验/K,职位要求：1、本科及以上学历，3年以上产品经验，有内容型产品经验优先；
1811-s0005,人工智能招聘,must_human_split,span_mismatch,分析能力/T | 数据分析/S,业务分析/S | 数据分析/S | 运营策略/K,数据分析/S | 挖掘问题/S | 制定/S | 运营策略/K,2、较强的数据及业务分析能力，善于通过数据分析挖掘问题并制定相应运营策略；
1811-s0006,人工智能招聘,must_human_split,span_mismatch,项目管理/S | 解决复杂问题/S,沟通协作/T | 项目管理/S | 解决复杂问题/S,沟通协作/T | 项目管理能力/T | 抗压力/T | 解决复杂问题/T,3、出色的沟通协作和项目管理能力，抗压力强，具备解决复杂问题的能力；
1811-s0007,人工智能招聘,must_human_split,span_mismatch,执行力/T,判断力/T | 执行力/T,判断力/T | 执行力/T | 适应快速变化/T,4、极致判断力和执行力，能适应快速变化和高强度工作压力。
1812-s0000,人工智能招聘,must_human_split,span_mismatch,系统设计/S,智能环保机器人/K | 控制系统设计/S | 代码书写/S,控制系统设计/S | 代码书写/S,岗位职责：1、智能环保机器人的控制系统设计和代码书写。
1812-s0001,人工智能招聘,must_human_split,span_mismatch,固液分离系统控制/K,固液分离系统/K | 控制设计/S | 代码书写/S,固液分离系统控制设计/S | 代码书写/S,2、固液分离系统控制设计和代码书写。
1812-s0002,人工智能招聘,must_human_split,span_mismatch,计算机科学与技术/K | 自动化/K | 电子信息/K | 本科/K | C++/S | 操作系统/K | Linux/S | Android/S | 系统开发/S | 编码/S,计算机科学与技术/K | 自动化/K | 电子信息/K | 本科以上学历/K | C/C++/S | 嵌入式操作系统/K | Linux/S | Android/S | 嵌入式系统开发/S | 软件代码调试/S | 文档规范/K,计算机科学与技术/K | 自动化/K | 电子信息/K | 本科以上学历/K | C/C++/S | 嵌入式操作系统/K | Linux/Android嵌入式系统开发经验/S | 软件代码调试经验/S | 开发习惯/T | 文档规范/T | 编码习惯/T,"岗位要求：1、计算机科学与技术、自动化、电子信息信息等专业本科以上学历2、精通C/C++,熟悉至少一种嵌入式操作系统，有Linux/Android嵌入式系统开发经验，丰富的软件代码调试经验，有良好的开发习惯文档规范以及编码习惯。"
1812-s0003,人工智能招聘,must_human_split,span_mismatch,ARM/S | DSP/S | mips/S | CPU/S | 外围设备驱动/S,ARM/K | DSP/K | mips/K,ARM/S | DSP/S | mips/S,"3、精通ARM,DSP或者mips等CPU，精通外围设备驱动的开发调试。"
1812-s0004,人工智能招聘,must_human_split,span_mismatch,架构设计/S | 软件的模块化/K | 计算机/K,嵌入式软件设计/S | 程序架构设计/S | 模块化/K | 可移植性/K | 计算机原理/K,嵌入式软件设计方法/S | 程序架构设计经验/S | 可移植性/K | 计算机原理/K | 重构代码性能/S,4、熟练嵌入式软件设计方法，有程序架构设计经验，对软件的模块化、可移植性有深入理解，精通计算机原理，能重构代码性能。
1812-s0005,人工智能招聘,must_human_split,span_mismatch,GCC/S | 编译/S | modbus/S | 通信/K | Linux/S | ARM/S | 系统架构/K | kernel/S | BootLoader/S | USB/S | FLASH/S | CAN/S | SPI/S | 串口/S,GCC编译器/S | modbus通信协议/K | Linux/S | ARM/S | 系统架构/K | kernel/S | BootLoader/S | USB/S | FLASH/S | CAN/S | SPI/S | 串口开发/S,GCC编译器/S | modbus通信协议/K | Linux/ARM系统架构/K | USB/FLASH/CAN/SPI/串口开发经验/S,5、会使用GCC编译器6、熟悉modbus通信协议7、熟悉Linux/ARM系统架构（驱动、kernel、BootLoader）者优先8、具有USB/FLASH/CAN/SPI/串口开发经验者优先9、有过机器人竞赛经验者优先。
1813-s0001,人工智能招聘,must_human_split,span_mismatch,数据库/K | 技术支持/S | 数据处理/S | 流程优化/S | 分析/S | 数据分析/S,数据库技术支持/S | 数据处理/S | 流程优化/S | 数据分析/S | 决策支持/S,设计/S | 建立公司数据库集群/S | 数据库技术支持/S | 学习/T | 数据处理/S | 流程优化/S | 制定数据标准/S | 分析方法/S | 数据分析/S | 决策支持/S,职位描述：1根据公司业务特点设计并建立公司数据库集群2为解决业务部门问题及工作需要提供必要的数据库技术支持3通过学习使用相关软件，帮助完成业务部门相关数据处理工作流程优化4协助业务部门对公司数据进行监督管控，制定数据标准，完善分析方法5结合公司业务运作流程，通过数据分析和挖掘，为公司管理层提供决策支持6各种临时性数据的整理和分析？
1813-s0002,人工智能招聘,must_human_split,empty_mismatch,[],sqlserver/S | mysql/S | 数据库/K | 学习能力/T | 抗压能力/T | 数据分析/S | 软件实施/S,sqlserver/S | mysql数据库/S | 学习能力/T | 抗压能力/T | 计算机相关专业/K | 数据分析/K | 软件实施工作经验/S,任职要求：1熟练使用sqlserver或mysql数据库2较强的学习能力和抗压能力3本科（含）以上学历，计算机相关专业4有数据分析或相关软件实施工作经验优先考虑5有银行、咨询、服务行业工作经验优先考虑发展空间：1完善的培训体系：我们为新员工提供入职培训、专业知识培训、工作技能培训等多种形式的培训活动，传统的师徒制让新员工能够快速全面的投入工作。
1814-s0003,人工智能招聘,must_human_split,span_mismatch,分析/S | 3D打印/S | 设备需求/K,调研/S | 挖掘/S | 分析/S | 汇总/S | 3D打印/K | 材料/K | 设备/K | 工艺标准/K,调研/S | 挖掘/S | 分析/S | 汇总/S | 3D打印/K | 材料/K | 设备需求/K | 工艺标准/K, 岗位职责： 1.负责调研、挖掘和分析和汇总行业/客户与3D打印相关的材料/设备需求及相应工艺标准。
1814-s0004,人工智能招聘,must_human_split,empty_mismatch,[],组织协调/S,组织协调/T | 交付/T, 2.负责与研发项目负责人对接，组织协调新产品或新工艺的整体转产进度，对产品转生产和量产阶段的交付内容和时间节点负责。
1814-s0005,人工智能招聘,must_human_split,empty_mismatch,[],转产工作/S,构建新产品/新工艺转生产阶段转产流程/S | 提升工艺团队转产能力/S, 3.负责构建新产品/新工艺转生产阶段转产流程，提升工艺团队转产能力，承接公司新产品/新工艺的转产工作。
1814-s0006,人工智能招聘,must_human_split,empty_mismatch,[],品质控制点/K,建立各产品线工艺标准/S | 品质控制点/S, 4.负责建立各产品线工艺标准和品质控制点。
1814-s0007,人工智能招聘,must_human_split,empty_mismatch,[],工艺改善/S,工艺改善优化/S | 提质增效/S | 降本/S, 5.负责工艺改善优化工作，对提质增效降本做出贡献。
1814-s0010,人工智能招聘,must_human_split,span_mismatch,3D打印研发/S | 制造/S,3D打印/K | 研发/S | 制造/S | 工艺/S,3D打印研发/K | 制造/S | 工艺经验/S, 3、具备3年以上3D打印研发、制造、工艺经验；
1814-s0011,人工智能招聘,must_human_split,span_mismatch,office/S | word/S | excel/S | PPT/S | CAD/S | 绘图/S,word/S | excel/S | PPT/S | CAD/S,office/S | word/S | excel/S | PPT/S | CAD绘图/S, 4、熟练使用office（word、excel、PPT）、CAD绘图等软件；
1815-s0000,人工智能招聘,must_human_split,span_mismatch,供应链/K | 招聘/S,招聘/S,软件技术/K | 硬件产品/K | 销售/S | 售前/S | 商务/S | 市场/S | 供应链/S,岗位职责：1、主要负责北京总部与全国分公司的软件技术、硬件产品、销售、售前、商务、市场供应链等类职位的招聘；
1815-s0001,人工智能招聘,must_human_split,span_mismatch,招聘流程管理/S | 招聘需求/S | 人员搜集/S | 面试/S | offer谈判/S | 背景调查/S | 试用期维护/S,招聘流程管理/S | 招聘需求确定/S | 人员搜集/S | 面试/S | offer谈判/S | 背景调查/S | 试用期维护/S,招聘流程管理/S | 招聘需求确定/S | 人员搜集/S | 面试/S | offer谈判/S | 背景调查/S,2、负责全部招聘流程管理，包括但不仅限于招聘需求确定、人员搜集、面试、offer谈判、背景调查、确保顺利入职和试用期维护等。
1815-s0002,人工智能招聘,must_human_split,span_mismatch,本科及以上学历/K | 物联网/K,本科及以上学历/K | 招聘/S | 物联网/K | 安防行业/K,统招本科及以上学历/K | 招聘经验/S | 物联网安防行业/K,任职要求：1、统招本科及以上学历，4年以上招聘经验，具有物联网安防行业的招聘经验优先。
1815-s0003,人工智能招聘,must_human_split,span_mismatch,人力资源规划/S | 招聘/S | 面试/S | 专业知识/K,人力资源规划/S | 职位分析/S | 招聘面试/S,人力资源规划与配置方法/K | 职位分析/K | 招聘面试/S | 专业知识/K | 技巧/K,2、熟练掌握人力资源规划与配置方法，职位分析、招聘面试等方面的专业知识和技巧。
